,Calle,Colonia,Delegacion,Estado,Foto,HerramientasFaltantes,HerramientasSobrantes,Hora,HoradelReporte,ManodeObraFaltante,ManodeObraSobrantes,MedicamentosFaltantes,MedicamentosSobrantes,NumeroExterioroAproximado,NumerodePersonasAtrapadas,NumerodePersonasDesaparecidas,NumerodePersonasFallecidas,NumerodePersonasLesionadas,NumerodePersonasRescatadas,OtraReferenciadeUbicacion,Timestamp,TipodeInfraestructura,TipodeUso,TipodelDano,Verificado,ViveresFaltantes,ViveresSobrantes,latitud,longitud
878,,Roma,Cuauhtémoc ,Ciudad de México ,,,,,,,,,,,,,,,,Estoy entre Medellín y Monterrey ,2017-09-21 12:09:57,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Ropa",,19.4119333,-99.1562314
879,,Roma Sur,Cuauhtémoc ,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-21 12:15:03,,,Necesito,,Personas con hieleras para transportar insulina,,19.4073071,-99.1678232
880,,Rincón de San Lorenzo,Toluca,Estado de México ,,,,,,,,,,,,,,,,También peso poquito y soy bajita pero voy diario al gimnasio ,2017-09-21 12:18:14,,,Ofrezco,,"Herramienta, discos para cortar metal de varias pulgadas, discos para cortar madera, brocas para concreto, sizallas",,19.3076611,-99.6153458
881,,Xoco,Benito Juárez,CDMX,,,,,,,,,,,,,,,,,2017-09-21 12:22:18,,,Ofrezco,,"Comida, Agua, Transporte, Ropa",,19.3602665,-99.1707883
882,,Cuchilla del Moral,Iztapalapa,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-21 12:22:34,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza, Medicamentos",,19.3714275,-99.2855802
883,,Ctm el risco,Gusta a Madero,Ciudad de México,,,,,,,,,,,,,,,,También tengo experiencia en trabajo tanatológico.,2017-09-21 12:22:53,,,Ofrezco,,Apoyo psicológico para niños y padres.,,19.508016,-99.093949
884,,San Juan de Aragón ,Gustavo a Madero ,Cdmx,,,,,,,,,,,,,,,,,2017-09-21 12:27:08,,,Ofrezco,,Manos / Voluntarios,,19.451751,-99.0777909
885,,Coyoacán ,Coyoacán ,CDMX,,,,,,,,,,,,,,,,,2017-09-21 12:27:34,,,Ofrezco,,Manos / Voluntarios,,19.3606064,-99.1712794
886,,El Tenayo,Tlalnepantla,Estado de Mexico,,,,,,,,,,,,,,,,,2017-09-21 12:30:33,,,Ofrezco,,Manos / Voluntarios,,19.5451936,-99.1663731
887,,san lucas tepetlacalco,tlalnepantla de baz,estado de mexico,,,,,,,,,,,,,,,,,2017-09-21 12:31:24,,,Ofrezco,,Manos / Voluntarios,,19.5211744,-99.2328344
888,,Buenavista ,Carmen ,Campeche ,,,,,,,,,,,,,,,,"Puedo adoptar a un perrito de raza pequeña que necesite un nuevo hogar después del sismo. Solo puede ser de raza pequeña porque la casa en muy chica y ya tengo otra mascota. Me hago cargo de sus cuidados veterinarios y si hay necesidad de pagar su traslado yo lo cubro. Estoy en Cd. del Carmen, Campeche. No importa su edad, raza (siempre que sea de talla pequeña) o condición física, aquí nos haremos cargo de él. ",2017-09-21 12:34:55,,,Ofrezco,,"Refugio / Dónde dormir, Transporte",,18.5065898,-91.1044248
889,,Emiliano zapata ,Cuautla ,Morelos ,,,,,,,,,,,,,,,,,2017-09-21 12:43:23,,,Necesito,,"Comida, Agua, Artículos de limpieza, Medicamentos, Carpas, tiendas de campaña, Ropa, Gasolina",,18.8220687,-98.9587646
890,,Santa Cruz Acalpixca,Xochimilco,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-21 12:44:15,,,Necesito,,"Comida, Agua, Transporte, Asistencia médica, Artículos de limpieza, Medicamentos",,19.2506545,-99.0764613
891,,Huizachal,Naucalpan,Estado de Mexico,,,,,,,,,,,,,,,,Vehículo particular con cajuela amplia,2017-09-21 12:45:16,,,Ofrezco,,"Transporte, Manos / Voluntarios",,19.4294177,-99.2411459
892,,N/a,,California ,,,,,,,,,,,,,,,,"Hello my name is Barbara and I have started a fundraiser and I would like more information on places I can either donate money , food or clothing. Please contact me at your earliest convenience.",2017-09-21 12:46:27,,,Ofrezco,,"Comida, Asistencia médica, Artículos de limpieza, Medicamentos, Carpas, tiendas de campaña, Ropa",,33.7174708,-117.8311428
893,,Emiliano zapata ,Cuautla ,Morelos ,,,,,,,,,,,,,,,,,2017-09-21 12:49:22,,,Necesito,,"Comida, Agua, Artículos de limpieza, Medicamentos, Carpas, tiendas de campaña, Ropa",,18.8220687,-98.9587646
894,,Ciudad Jardín,Tlalpan,Ciudad de México,,,,,,,,,,,,,,,,"más info sobre el rotomartillo cincelador que urge en Tlalpan: 
Félix (33) 3803 6487. Él está en la ubicación.",2017-09-21 12:56:16,,,Necesito,, rotomartillo,,19.3348691,-99.1449234
895,,Lomas de Chapultepec,Miguel Hidalgo,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-21 12:57:57,,,Ofrezco,,"Manos / Voluntarios, Medicamentos, Carpas, tiendas de campaña, Herramienta, lonas",,19.4249374,-99.2134442
896,,"Centro, secciones 1,2,3,4",Tehuitzingo ,Puebla ,,,,,,,,,,,,,,,,"Estamos en tehuirzingo Puebla, falta organización y manos para crear albergues. Pero sobretodo arquitectos o ingenieros que determinen los daños en las casas. ",2017-09-21 12:58:07,,,Necesito,,"Comida, Agua, Refugio / Dónde dormir, Manos / Voluntarios, Carpas, tiendas de campaña",,19.0412967,-98.2061996
897,,Granjas Coapa,Tlalpan/Coyoacán,Cdmx,,,,,,,,,,,,,,,,,2017-09-21 12:58:54,,,Ofrezco,,"Transporte, Manos / Voluntarios",,19.2981689,-99.1131054
898,,Nápoles ,Benito Juárez ,Df,,,,,,,,,,,,,,,,,2017-09-21 13:03:36,,,Ofrezco,,Manos / Voluntarios,,19.3943574,-99.1774462
899,,Roma Norte,Cuauhtémoc,Ciudad de México,,,,,,,,,,,,,,,,"Puebla 282, Roma, tras el derrumbe de la empresa CENCON; hay muchísimos reactivos químicos derramados, entre ellos un tanque de nitrógeno",2017-09-21 13:07:21,,,Necesito,,especialistas en tratamiento de residuos peligrosos,,19.4195256,-99.162549
900,,La Parota,Cuernavaca,Morelos,,,,,,,,,,,,,,,,,2017-09-21 13:10:33,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Herramienta",,18.8661151,-99.2241775
901,,"Del Carmen, Barrio de la Concepción",Coyoacán,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-21 13:16:30,,,Ofrezco,,"Comida, Manos / Voluntarios, Artículos de limpieza, Ropa",,19.3451882,-99.1869414
902,,presidentes ejidales,coyoacán,cdmx,,,,,,,,,,,,,,,,somos dos personas,2017-09-21 13:17:00,,,Ofrezco,,"Artículos de limpieza, Carpas, tiendas de campaña, Ropa",,19.3271433,-99.1246123
903,,El carmen,Coyoacán ,CDMX ,,,,,,,,,,,,,,,,"Reunimos en general cosas para niños : ropa, juguetes, artículos para bebé. ",2017-09-21 13:17:33,,,Ofrezco,,"Ropa, Juguetes",,19.3448328,-99.1898247
904,,tecomaxuco,Ecatzingo,Estado de México,,,,,,,,,,,,,,,,,2017-09-21 13:22:43,,,Necesito,,"Comida, Agua, Refugio / Dónde dormir, Transporte, Manos / Voluntarios, Asistencia médica, Artículos de limpieza, Medicamentos, Carpas, tiendas de campaña, Ropa",,18.9864842,-98.7897647
905,,Tacubaya,,CDMX,,,,,,,,,,,,,,,,No cuento con equipo y ha sido difícil conseguirlo.,2017-09-21 13:24:01,,,Ofrezco,,"Manos / Voluntarios, Donativo en efectivo",,19.3996886,-99.1885208
906,,Anzurez,,CDMX,,,,,,,,,,,,,,,,,2017-09-21 13:25:03,,,Ofrezco,,"Manos / Voluntarios, Medicamentos",,19.4326577,-99.1774462
907,,Viento nuevo,Cdmx,ESTADO DE MEXICO,,,,,,,,,,,,,,,,Estoy disponible en la zona cdmx y estado de México,2017-09-21 13:26:53,,,Ofrezco,,Manos / Voluntarios,,19.6086647,-99.0039142
908,,La paz,Puebla,Puebla,,,,,,,,,,,,,,,,,2017-09-21 13:29:05,,,Ofrezco,,"Comida, Manos / Voluntarios, Peritajes",,19.0591604,-98.2308682
909,,Polanco ,Miguel Hidalgo ,Cdmx ,,,,,,,,,,,,,,,,,2017-09-21 13:30:21,,,Ofrezco,,"Manos / Voluntarios, Terapia psicológica ",,19.4340199,-99.1956012
910,,Tepalcates,Iztapalapa,Ciudad de México,,,,,,,,,,,,,,,,Para niños en su mayoria,2017-09-21 13:31:02,,,Ofrezco,,Ropa,,19.3863348,-99.0538963
911,,Chapultepec Norte,Morelia,Michoacán,,,,,,,,,,,,,,,,Hospital ubicado en Morelia,2017-09-21 13:31:12,,,Ofrezco,,"Manos / Voluntarios, Asistencia médica, Medicamentos, Materiales de uso médico",,19.6958943,-101.1744774
912,,Tlalcoligia,Tlalpan ,CDMX ,,,,,,,,,,,,,,,,Primeros auxilios ,2017-09-21 13:34:22,,,Ofrezco,,"Manos / Voluntarios, Asistencia médica",,19.2775796,-99.1712174
913,,Juarez,Cuauhtemoc,Zona Rosa,,,,,,,,,,,,,,,,,2017-09-21 13:37:26,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Asistencia médica, Artículos de limpieza, Medicamentos, Gasolina",,19.4265181,-99.1641873
914,,Centro,Valle de Vázquez,Morelos,,,,,,,,,,,,,,,,"https://www.google.com.mx/maps/place/Valle+de+Vazquez,+Morelos/@18.5289996,-99.0772929,14.99z/data=!4m5!3m4!1s0x85ce86efe3878a47:0x5fb6fabab3399166!8m2!3d18.5288888!4d-99.0702777",2017-09-21 13:40:00,,,Necesito,,"Comida, Agua, Medicamentos, Ropa, herramientas",,18.8123993,-98.9529975
915,,Centro,Ocuituco,Morelos,,,,,,,,,,,,,,,,"https://www.google.com.mx/maps/place/Ocuituco,+Morelos/@18.8725727,-98.8088072,13z/data=!3m1!4b1!4m5!3m4!1s0x85ce43dc46ab56c9:0x2113fdaaf153859f!8m2!3d18.8776584!4d-98.7739324",2017-09-21 13:41:16,,,Necesito,,Manos / Voluntarios,,18.8776584,-98.7739324
916,,Hueyapan,Hueyapan,Morelos,,,,,,,,,,,,,,,,"https://www.google.com.mx/maps/place/Hueyapan,+Puebla/@19.8893752,-97.4769826,13z/data=!3m1!4b1!4m5!3m4!1s0x85da94aefae600a9:0x9ecf2190a47145c9!8m2!3d19.8825658!4d-97.4454858",2017-09-21 13:43:06,,,Necesito,,"Comida, Agua, Manos / Voluntarios, Ropa, herramienta cobija",,18.8860004,-98.6908754
917,,Sanctorum,Cuautlancingo,Puebla,,,,,,,,,,,,,,,,,2017-09-21 13:43:21,,,Ofrezco,,"Agua, Refugio / Dónde dormir, Manos / Voluntarios, Ropa",,19.0966134,-98.2495549
918,,Jumiltepec,Ocuituco,Morelos,,,,,,,,,,,,,,,,"https://www.google.com.mx/maps/place/Jumiltepec,+Morelos/@18.9069869,-98.7956125,14.42z/data=!4m5!3m4!1s0x85ce416a1f942f91:0x97e0f648ba3bee8f!8m2!3d18.9143462!4d-98.7746734",2017-09-21 13:44:57,,,Necesito,,"Comida, Manos / Voluntarios, herramienta",,18.8840868,-98.7753926
919,,San Rafael ,Cuautemoc ,CDMX ,,,,,,,,,,,,,,,,Zona centro y norte de la CDMX,2017-09-21 13:44:57,,,Ofrezco,,Bicimensajeria,,19.2856668,-99.0135328
920,,Copilco El Bajo,,Distrito Federal,,,,,,,,,,,,,,,,"Soy maestra, cuido y juego con niños, por donde necesiten, con más facilidad si es en ruta metrobús Insurgentes o por CU.",2017-09-21 13:45:15,,,Ofrezco,,"Manos / Voluntarios, Cuentacuentos para niños",,19.340491,-99.1867903
921,,Granada,Miguel Hidalgo,Miguel Hidalgo,,,,,,,,,,,,,,,,Ricardo Barba ubicación lago alberto y mariano Escobedo ,2017-09-21 13:45:27,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Transporte, Manos / Voluntarios, Artículos de limpieza, Gasolina",,19.4409348,-99.1885208
922,,General Gabriel,Tlaquiltenango,Morelos,,,,,,,,,,,,,,,,"https://www.google.com.mx/maps/place/20+de+Noviembre+39,+Gabriel+Tepepa,+62983+Tlaquiltenango,+Mor./@18.6354355,-99.1679135,17z/data=!3m1!4b1!4m5!3m4!1s0x85ce7f0b1297ffa5:0x824ff31ab4803c73!8m2!3d18.6354304!4d-99.1657248",2017-09-21 13:47:13,,,Necesito,,"Comida, Agua, Manos / Voluntarios, Medicamentos, Ropa",,18.7600603,-98.9831617
923,,Lomas de padierna,Tlalpan,Cuidad,,,,,,,,,,,,,,,,,2017-09-21 13:47:40,,,Ofrezco,,Manos / Voluntarios,,19.2919642,-99.2217537
924,,Doctores,Cuauhtémoc ,CDMX,,,,,,,,,,,,,,,,,2017-09-21 13:48:02,,,Ofrezco,,"Refugio / Dónde dormir, Medicamentos",,19.4107225,-99.1545811
925,,Colonias aledañas al centro,Tepalcingo,Morelos,,,,,,,,,,,,,,,,"https://www.google.com.mx/maps/place/62920+Tepalcingo,+Morelos/@18.5958855,-98.8813384,13z/data=!3m1!4b1!4m5!3m4!1s0x85ce6002954f61cb:0x95cb29306391119a!8m2!3d18.5958003!4d-98.8460125",2017-09-21 13:48:34,,,Necesito,,"Comida, Agua, Manos / Voluntarios, Medicamentos, Ropa",,18.5958003,-98.8460125
926,,Colonias aledañas al centro,Tetela del Volcán,Morelos,,,,,,,,,,,,,,,,"	https://www.google.com.mx/maps/place/62800+Tetela,+Morelos/@18.8976052,-98.7617778,13z/data=!3m1!4b1!4m5!3m4!1s0x85ce46a0195c84d7:0x71cd9d7e614299af!8m2!3d18.8937717!4d-98.7205877",2017-09-21 13:49:46,,,Necesito,,"Comida, Agua, Manos / Voluntarios, Medicamentos, Ropa",,18.8937717,-98.7205877
927,,Colonias aledañas al centro,Tlaltizapán,Morelos,,,,,,,,,,,,,,,,"https://www.google.com.mx/maps/place/Tlaltizap%C3%A1n,+Morelos/@18.6882041,-99.1566476,13z/data=!3m1!4b1!4m5!3m4!1s0x85ce79400814b145:0xe4beba56389efd52!8m2!3d18.6891866!4d-99.1207129",2017-09-21 13:51:20,,,Necesito,,"Comida, Agua, Manos / Voluntarios, Medicamentos, Ropa",,18.6830359,-99.1178832
928,,MILITAR MARTE,IZTACALCO,CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,2017-09-21 13:51:27,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza, Medicamentos, Ropa",,19.3815857,-99.1310561
929,,Centro y aledañas,Totolapan,Morelos,,,,,,,,,,,,,,,,"https://www.google.com.mx/maps/place/Totolapan,+Morelos/@18.9840197,-98.9375748,14z/data=!3m1!4b1!4m5!3m4!1s0x85ce14a58e99c9fb:0x13e37e8e6e7043ab!8m2!3d18.9813757!4d-98.9217747",2017-09-21 13:52:25,,,Necesito,,"Comida, Manos / Voluntarios, herramienta",,18.9813757,-98.9217747
930,,Centro,Cuautla,Morelos,,,,,,,,,,,,,,,,"https://www.google.com.mx/maps/place/Cruz+Roja+Mexicana+Cuautla/@18.8101177,-98.9669992,14.31z/data=!4m5!3m4!1s0x85ce6f106a2d4f5f:0x928574fde28cce14!8m2!3d18.816538!4d-98.955954",2017-09-21 13:56:42,,,Necesito,,"Comida, Agua, Medicamentos, Ropa",,18.8135046,-98.953516
931,,El empleado,,Morelos,,,,,,,,,,,,,,,,"https://www.google.com.mx/maps/place/Av.+Domingo+Diez+709,+El+Empleado,+62250+Cuernavaca,+Mor./@18.9488139,-99.2376223,17z/data=!3m1!4b1!4m5!3m4!1s0x85cdde2cddb267b5:0x8c468222ac86e637!8m2!3d18.9488088!4d-99.2354336",2017-09-21 13:58:25,,,Necesito,,"Comida, Agua, Medicamentos, Ropa",,18.9438865,-99.2356048
932,,La Palma,,Puebla,,,,,,,,,,,,,,,,"Me ha llegado información del Hospital General de Acatlán, Puebla. Ahí están llegando todos los heridos de la Mixteca poblana (Izúcar de Matamoros, Piaxtla, Tehuizingo, Tulcingo y pueblitos alrededor). ",2017-09-21 14:21:02,,,Necesito,,"Medicamentos, - Jeringas - Guantes - cubrebocas  - Punzocat  - Solución fisiológica y Hartman - vendas de 10 cm - agua oxigenada  - equipo de venoclisis - tela adhesiva  - pañales para bebé y para adulto - apósitos",,18.1946968,-98.0533379
933,,Jantetelco,,Morelos,,,,,,,,,,,,,,,,"https://www.google.com.mx/maps/place/62972+Jantetelco,+Morelos/@18.7151281,-98.8139946,13z/data=!3m1!4b1!4m5!3m4!1s0x85ce5eaeb47579a3:0x58b1d33e2e19cebc!8m2!3d18.7159227!4d-98.7770328",2017-09-21 14:24:29,,,Necesito,,"Comida, Manos / Voluntarios, Asistencia médica, herramienta",,18.7159227,-98.7770328
934,,"Zacatepec - Estadio ""Agustín Coruco Díaz""",Zacatepec,Morelos,,,,,,,,,,,,,,,,"https://www.google.com.mx/maps/place/Estadio+Agustin+Coruco+Diaz/@18.655145,-99.1921449,15z/data=!4m5!3m4!1s0x0:0xf8b87c0c01460ee7!8m2!3d18.655145!4d-99.1921449",2017-09-21 14:25:40,,,Necesito,,"Comida, Agua, cobijas, colchonetas",,18.655145,-99.1921449
935,,Plaza municipal,Huatecalco,Morelos,,,,,,,,,,,,,,,,"https://www.google.com.mx/maps/place/Huatecalco+Morelos/@18.6802056,-99.1400064,17z/data=!3m1!4b1!4m5!3m4!1s0x85ce792cd0896ca5:0x6eadb435539499f2!8m2!3d18.6802005!4d-99.1378177",2017-09-21 14:28:25,,,Necesito,,"Comida, Agua, Manos / Voluntarios, voluntarios con equipo, colchonetas, cobijas",,18.6792385,-99.1441779
936,,Barrio de san Pedro ,,Morelos,,,,,,,,,,,,,,,,,2017-09-21 14:28:36,,,Ofrezco,,"Manos / Voluntarios, Lo que se pueda ",,18.7926362,-98.9590375
937,,Plan de Ayala - Plaza municipal,Plan de Ayala,Morelos,,,,,,,,,,,,,,,,"https://www.google.com.mx/maps/place/Plan+de+Ayala,+62743+Cuautla+de+Morelos,+Morelos/@18.802042,-98.9407861,15z/data=!3m1!4b1!4m5!3m4!1s0x85ce6f4937d4bfa3:0x23650704f21b13dd!8m2!3d18.8027915!4d-98.9314338",2017-09-21 14:31:41,,,Necesito,,"Medicamentos, Pañales para etapa rn, 1, 2, 3 y 4. Medicamentos, suero, jeringas y víveres",,16.8752432,-99.902492
938,,Coatetelco y colonias aledañas,Miacatlán,Morelos,,,,,,,,,,,,,,,,"https://www.google.com.mx/maps/place/62600+Miacatl%C3%A1n,+Morelos/@18.7662942,-99.3909315,13z/data=!3m1!4b1!4m5!3m4!1s0x85cdc54e3340370b:0x5f6033c8da33b48!8m2!3d18.7717876!4d-99.3534348",2017-09-21 14:34:36,,,Necesito,,"Comida, Medicamentos",,18.7717876,-99.3534348
939,,Valle de los reyes,La paz,Estado de México,,,,,,,,,,,,,,,,,2017-09-21 14:35:41,,,Ofrezco,,Manos / Voluntarios,,19.3662819,-98.972843
940,,Narvarte,Benito Juárez ,Cdmx,,,,,,,,,,,,,,,,,2017-09-21 14:41:20,,,Ofrezco,,Transporte,,19.3923907,-99.1580693
941,,Flor de María,Alvaro Obregon,CDMX,,,,,,,,,,,,,,,,"Es un centro de acopio que va a mandar un camión a la gente de Ahuacapan, Puebla  que perdieron su casa.

Direccion: Las Flores 471 casa 5, Col. Flor de María
01760 Ciudad de México, CDMX",2017-09-21 14:46:23,,,Necesito,,"Carpas, tiendas de campaña, Ropa, laminas, cobijas, colchonetas",,19.3503272,-99.2086667
942,,"Roma, Escandón, Condesa y aledañas ",,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-21 14:47:28,,,Ofrezco,,Manos / Voluntarios,,19.4326077,-99.133208
943,,Ciudad de México,Ciudad de México,Ciudad de México,,,,,,,,,,,,,,,,Con operario y diesel.,2017-09-21 14:49:12,,,Ofrezco,,Cargador frontal (maquinaria para remover escombros),,19.4326077,-99.133208
944,,oxtopulco universidad ,coyoacan ,CDMX,,,,,,,,,,,,,,,,,2017-09-21 14:52:24,,,Necesito,,"Comida, Agua, Refugio / Dónde dormir, Transporte, Manos / Voluntarios, Asistencia médica, Peritajes, Artículos de limpieza, Medicamentos, Carpas, tiendas de campaña, Ropa, Gasolina",,19.3435533,-99.1824393
945,,Fracc. Industrial Tlalnepantla ,,Estado de Mexico,,,,,,,,,,,,,,,,"Gerber, Jugos, Chocolate, Leche Nido, Nescafe, Cereales, Galletas y Agua",2017-09-21 14:53:39,,,Ofrezco,,"Comida, Agua",,19.5433589,-99.2023662
946,,Bosques de Aragón,Nezahualcóyotl,México,,,,,,,,,,,,,,,,,2017-09-21 14:54:14,,,Ofrezco,,Manos / Voluntarios,,19.4641835,-99.0488165
947,,Hornos Insurgentes,,Guerrero,,,,,,,,,,,,,,,,,2017-09-21 14:54:17,,,Necesito,,identificación/manejo de cuerpos,,16.8661248,-99.8864546
948,,Estrella ,Gustavo a madero,Ciudad de mexico,,,,,,,,,,,,,,,,,2017-09-21 14:54:55,,,Ofrezco,,"Agua, Manos / Voluntarios, Ropa",,19.3355671,-99.0750149
949,,Flor de María,Alvaro Obregon,DF,,,,,,,,,,,,,,,,"Estamos juntando en Las Flores 471 casa 5, Col. Flor de María, Álvaro Obregón -(misma calle de Monte Fenix y el Bachillerato Alexander Bain) lonas, laminas, cobijas, colchonetas y tiendas de campaña para llevar mañana con varias camionetas a la frontera de Puebla con Morelos a poblados donde no ha llegado ayuda (todo menos comida preparada) será de mucha ayuda.
",2017-09-21 14:58:10,,,Necesito,,"Carpas, tiendas de campaña, Ropa, laminas, cobijas, colchonetas",,19.3503272,-99.2086667
950,,Militar marte,Iztacalco,Df,,,,,,,,,,,,,,,,,2017-09-21 14:58:30,,,Necesito,,"Agua, Asistencia médica, Medicamentos, Gasolina",,19.4246091,-99.1973349
951,,Jardin Real,,Jalisco,,,,,,,,,,,,,,,,,2017-09-21 14:59:40,,,Ofrezco,,Asistencia médica,,20.736285,-103.4382946
952,,El Barreal,Cholula,Puebla,,,,,,,,,,,,,,,,,2017-09-21 15:02:33,,,Ofrezco,,"Refugio / Dónde dormir, Transporte, Manos / Voluntarios, Asistencia médica, Artículos de limpieza, Carpas, tiendas de campaña",,19.0551307,-98.2767189
953,,Lindavista,Gustavo A Madero,CDMX,,,,,,,,,,,,,,,,Lindavista: Pujili 21 esquina con Sierravista,2017-09-21 15:15:12,,,Necesito,,Peritajes,,19.4923947,-99.1257258
954,,Atzala.,Izúcar de Matamóros,Puebla,,,,,,,,,,,,,,,,"En San Felipe Ayutla hay atorados brigadistas sin combustible, es cerca de Atzala. ",2017-09-21 15:17:59,,,Necesito,,Transporte,,18.5474672,-98.5034561
955,,Niños Héroes,Benito Juárez,CDMX,,,,,,,,,,,,,,,,,2017-09-21 15:18:26,,,Ofrezco,,"Comida, Manos / Voluntarios, Medicamentos, Ropa, Juguetes",,19.2810355,-99.2084615
956,,Santa Ana Tlapaltitlan,Toluca de lerdo,Estado de México,,,,,,,,,,,,,,,,Queremos ir de voluntarios (Dos personas) a remover escombros a las zonas menos apoyadas,2017-09-21 15:20:42,,,Ofrezco,,Manos / Voluntarios,,19.2847451,-99.6174332
957,,Centro,Puebla,Puebla,,,,,,,,,,,,,,,,Se necesitan garrafones de agua vacíos,2017-09-21 15:21:33,,,Necesito,,Garrafones de agua,,19.0412967,-98.2061996
958,,Granada ,Miguel hidalgo ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-21 15:23:23,,,Ofrezco,,Manos / Voluntarios,,19.4409348,-99.1885208
959,,Centro,Puebla,Puebla,,,,,,,,,,,,,,,,"Se necesitan casas de campaña, cobijas y lonas",2017-09-21 15:23:27,,,Necesito,,"Carpas, tiendas de campaña",,19.0412967,-98.2061996
960,,Centro,Tehuitzingo,Puebla,,,,,,,,,,,,,,,,Se necesita Material quirúrgico y víveres,2017-09-21 15:26:41,,,Necesito,,"Comida, Medicamentos, Material quirúrgico",,18.3339415,-98.2732659
961,,CIUDAD DE LOS DEPORTES,BENITO JUAREZ,cdmx,,,,,,,,,,,,,,,,Ayudaré en todo lo que pueda,2017-09-21 15:27:42,,,Ofrezco,,Manos / Voluntarios,,18.3339415,-98.2732659
962,,Centro,Izúcar de Matamoros,Puebla,,,,,,,,,,,,,,,,Se necesitan manos y cajas para desalojar una casa,2017-09-21 15:28:03,,,Necesito,,"Manos / Voluntarios, Cajas",,18.5991249,-98.4677851
963,,Centro,San Lucas Tulcingo,Puebla,,,,,,,,,,,,,,,,Falta ayuda en San Lucas Tulcingo,2017-09-21 15:31:38,,,Necesito,,"Comida, Manos / Voluntarios",,18.8905552,-98.5725539
964,,Centro,San Francisco Xochiteopan,Estado ,,,,,,,,,,,,,,,,Se necesita ayuda en San Francisco Xochiteopan,2017-09-21 15:34:05,,,Necesito,,"Comida, Manos / Voluntarios",,19.4545894,-96.9598347
965,,Centro,Atzitzihuacán,Puebla,,,,,,,,,,,,,,,,Se necesita apoyo en Santiago Atzitzihuacán,2017-09-21 15:35:32,,,Necesito,,"Comida, Manos / Voluntarios",,18.8235869,-98.5816431
966,,Centro,Tochimilco,Puebla,,,,,,,,,,,,,,,,San Francisco Huilango,2017-09-21 15:36:50,,,Necesito,,"Comida, Manos / Voluntarios",,18.8443351,-98.5803433
967,,Centro,Tochimilco,Puebla,,,,,,,,,,,,,,,,Se necesita apoyo en San Antonio Alpanocan,2017-09-21 15:38:13,,,Necesito,,"Comida, Manos / Voluntarios",,18.8753374,-98.7054509
968,,Centro,,Puebla,,,,,,,,,,,,,,,,Pasamos por tu acopio en Puebla para llevarlo a Izúcar de Matamoros y Tochimilco,2017-09-21 15:40:14,,,Ofrezco,,Transporte,,19.0218544,-98.306218
969,,Residencial Emperadores,Benito Juarez,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-21 15:40:38,,,Ofrezco,,"Comida, Agua, Transporte, Manos / Voluntarios",,19.3660238,-99.1462314
970,,Zócalo de la ciudad,,Puebla,,,,,,,,,,,,,,,,"Se necesitan voluntarios plomeros, electricistas y albañiles",2017-09-21 15:45:09,,,Necesito,,"Manos / Voluntarios, Plomeros, electricistas, albañiles",,18.9096487,-98.434569
971,,Narvarte Poniente y El Tanque,Benito Juárez y Magdalena Contreras ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-21 15:45:32,,,Ofrezco,,Atención psicológica ,,19.3923907,-99.1580693
972,, San Simon el Alto," San Simon el Alto, Tecomatlán, San Simoncito, Agua Bendita.",Estado de México,,,,,,,,,,,,,,,,"Comunidades afectadas:  San Simon el Alto, Tecomatlán, San Simoncito, Agua Bendita.",2017-09-21 15:47:50,,,Necesito,,"Transporte, Manos / Voluntarios, Asistencia médica, Artículos de limpieza, Medicamentos, Carpas, tiendas de campaña",,18.9501241,-99.5433382
973,,morelos,yautepec ,morelos,,,,,,,,,,,,,,,,,2017-09-21 15:48:06,,,Ofrezco,,"Comida, Agua, Ropa, Gasolina",,18.8975806,-99.0709315
974,,CDMX y Mérida ,CDMX y Yucatan,CDMX,,,,,,,,,,,,,,,,"Estamos terminando una idea concreta para el siguiente paso después del rescate de vidas:

- usar crowdsourcing para evaluación de edificios dañados
- apoyar envío de fotos de daños con lat-long desde cels comunes y/o smart
- construir un acervo de fotos georeferenciadas
- abrir este acervo a Colegios Profesionales, Facultades de ingeniería y arquitectura nacionales e internacionales, sector privado de la construcción, y sociedad civil
- asesorar con acciones inmediatas precautorias
- elaborar y actualizar, permanente, censo de daños con estimación parametrica de costos de reconstrucción

¿Quién se interesa en colaborar?",2017-09-21 15:56:59,,,Ofrezco,,Apoyo para evaluacion de daños estructurales,,19.4238537,-99.1586115
975,,prado ,iztapalapa,cdmx,,,,,,,,,,,,,,,,,2017-09-21 15:57:37,,,Ofrezco,,Manos / Voluntarios,,19.2909554,-99.1460711
