Código Postal,Estado,Municipio,Ciudad,Tipo de Asentamiento,Asentamiento,Clave de Oficina
9637,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Campestre Potrero,9511
9680,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Tenorios,9511
7140,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ampliación Arboledas,7201
7144,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,La Lengüeta,7201
7340,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,San José Ticomán,7311
7369,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Residencial Zacatenco,7051
7430,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Del Obrero,7001
7456,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,LI Legislatura,7001
7500,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,La Pradera,7501
7549,Ciudad de México,Gustavo A. Madero,Ciudad de México,Unidad habitacional,La Esmeralda 1a Sección,7501
7549,Ciudad de México,Gustavo A. Madero,Ciudad de México,Unidad habitacional,La Esmeralda 2a Sección,7501
7560,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ampliación Providencia,7501
7709,Ciudad de México,Gustavo A. Madero,Ciudad de México,Unidad habitacional,Lasalle,2301
7750,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Nueva Vallejo,2301
7820,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Aragón Inguarán,7001
7838,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Gertrudis Sánchez 3a Sección,7001
7858,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ampliación Emiliano Zapata,7001
7859,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ampliación Mártires de Río Blanco,7001
7890,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Nueva Tenochtitlán,7001
7920,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,San Juan de Aragón,7981
7979,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,San Juan de Aragón IV Sección,7981
7990,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,C.T.M. Aragón,7981
8010,Ciudad de México,Iztacalco,Ciudad de México,Colonia,Ex-Ejido de La Magdalena Mixiuhca,8231
8030,Ciudad de México,Iztacalco,Ciudad de México,Colonia,Gabriel Ramos Millán Sección Cuchilla,8231
8040,Ciudad de México,Iztacalco,Ciudad de México,Colonia,Carlos Zapata Vela,8231
8210,Ciudad de México,Iztacalco,Ciudad de México,Colonia,Nueva Santa Anita,8231
8220,Ciudad de México,Iztacalco,Ciudad de México,Barrio,San Pedro,8231
8730,Ciudad de México,Iztacalco,Ciudad de México,Colonia,Gabriel Ramos Millán,8231
8770,Ciudad de México,Iztacalco,Ciudad de México,Colonia,Los Picos de Iztacalco Sección 1A,8231
8840,Ciudad de México,Iztacalco,Ciudad de México,Colonia,Reforma Iztaccíhuatl Sur,8231
9000,Ciudad de México,Iztapalapa,Ciudad de México,Barrio,Santa Bárbara,9081
9010,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Real del Moral,9081
9080,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Cacama,9081
9230,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,El Paraíso,9201
9270,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Colonial Iztapalapa,9201
9280,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Jacarandas,9201
9360,Ciudad de México,Iztapalapa,Ciudad de México,Barrio,San Miguel,9201
9429,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Purísima Atlazolpa,9081
9460,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Justo Sierra,9081
9510,Ciudad de México,Iztapalapa,Ciudad de México,Pueblo,Santa Martha Acatitla,9511
9608,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Santiago Acahualtepec 1ra. Ampliación,9511
9609,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Santiago Acahualtepec 2a. Ampliación,9511
9630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección Jardines,9511
9880,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Granjas Estrella,9821
9899,Ciudad de México,Iztapalapa,Ciudad de México,Unidad habitacional,Lomas Estrella FOVISSSTE,9821
9920,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,José López Portillo,9291
9979,Ciudad de México,Iztapalapa,Ciudad de México,Unidad habitacional,Carmen Serdán,9291
10320,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,El Tanque,10021
10370,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,Palmas,10021
11220,Ciudad de México,Miguel Hidalgo,Ciudad de México,Unidad habitacional,Hermanos Serdán,11411
11240,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Ignacio Manuel Altamirano,11411
11270,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Argentina Antigua,11411
11300,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Verónica Anzures,11411
11450,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Ahuehuetes Anáhuac,11411
11479,Ciudad de México,Miguel Hidalgo,Ciudad de México,Unidad habitacional,Unidad Legaria IMSS,11411
11490,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Pensil Sur,11411
11590,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Anzures,11591
11619,Ciudad de México,Miguel Hidalgo,Ciudad de México,Equipamiento,Campo Militar 1,11002
11830,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Daniel Garza,11801
11860,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Observatorio,11801
11870,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Tacubaya,11801
11910,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Lomas de Bezares,11002
12100,Ciudad de México,Milpa Alta,Ciudad de México,Barrio,Tecaxtitla,12001
12200,Ciudad de México,Milpa Alta,Ciudad de México,Barrio,Ocotitla,12001
13094,Ciudad de México,Tláhuac,Ciudad de México,Colonia,San Isidro,13011
13120,Ciudad de México,Tláhuac,Ciudad de México,Barrio,Santiago,13011
13219,Ciudad de México,Tláhuac,Ciudad de México,Colonia,Ampliación Los Olivos,13221
13220,Ciudad de México,Tláhuac,Ciudad de México,Colonia,La Nopalera,13221
13270,Ciudad de México,Tláhuac,Ciudad de México,Colonia,Del Mar,13221
13280,Ciudad de México,Tláhuac,Ciudad de México,Colonia,Agrícola Metropolitana,13221
13360,Ciudad de México,Tláhuac,Ciudad de México,Colonia,La Conchita Zapotitlán,13221
13430,Ciudad de México,Tláhuac,Ciudad de México,Colonia,Ampliación Selene,13011
13508,Ciudad de México,Tláhuac,Ciudad de México,Barrio,San Agustín,13011
13530,Ciudad de México,Tláhuac,Ciudad de México,Colonia,La Asunción,13011
14050,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Toriello Guerra,14091
14098,Ciudad de México,Tlalpan,Ciudad de México,Conjunto habitacional,Torres Tlalpan FOVISSSTE,14091
14219,Ciudad de México,Tlalpan,Ciudad de México,Equipamiento,Parque Nacional Bosque del Pedregal,14201
14230,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Cultura Maya,14201
14325,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Rinconada Coapa 2A Sección,14391
14380,Ciudad de México,Tlalpan,Ciudad de México,Colonia,San Bartolo El Chico,14391
14389,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Arenal de Guadalupe,14391
14408,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Nuevo Renacimiento de Axalco,14091
14420,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Mesa de los Hornos,14091
14427,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Tepeximilpa la Paz,14091
9820,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Santa Isabel Industrial,9821
9836,Ciudad de México,Iztapalapa,Ciudad de México,Unidad habitacional,Cuitlahuac,9821
9860,Ciudad de México,Iztapalapa,Ciudad de México,Unidad habitacional,Sabadell Bellavista,9821
9870,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,12 de Diciembre,9821
9890,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Lomas Estrella,9821
9900,Ciudad de México,Iztapalapa,Ciudad de México,Barrio,San Antonio,9291
10100,Ciudad de México,La Magdalena Contreras,Ciudad de México,Unidad habitacional,Unidad Independencia IMSS,10101
10200,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,San Jerónimo Lídice,10701
10360,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,Huayatla,10021
10379,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,Vista Hermosa,10021
10600,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,El Rosal,10581
10640,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,La Carbonera,10581
10640,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,Pueblo Nuevo Alto,10581
10640,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,Pueblo Nuevo Bajo,10581
10800,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,La Cruz,10581
10820,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,La Guadalupe,10901
10840,Ciudad de México,La Magdalena Contreras,Ciudad de México,Barrio,Las Calles,10901
10926,Ciudad de México,La Magdalena Contreras,Ciudad de México,Campamento,Tierra Colorada,10901
11000,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Lomas de Chapultepec I Sección,11002
11220,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Periodista,11411
11289,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Ampliación Torre Blanca,11411
11370,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Tlaxpana,11411
11410,Ciudad de México,Miguel Hidalgo,Ciudad de México,Pueblo,Tacuba,11411
11510,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Polanco I Sección,11591
11520,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Granada,11591
11649,Ciudad de México,Miguel Hidalgo,Ciudad de México,Gran usuario,Hospital Central Militar,11002
11850,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,San Miguel Chapultepec I Sección,11801
12250,Ciudad de México,Milpa Alta,Ciudad de México,Pueblo,San Bartolomé Xicomulco,12001
12400,Ciudad de México,Milpa Alta,Ciudad de México,Barrio,Centro,12001
12910,Ciudad de México,Milpa Alta,Ciudad de México,Barrio,La Lupita Teticpac,12001
12950,Ciudad de México,Milpa Alta,Ciudad de México,Barrio,La Lupita Xolco,12001
13060,Ciudad de México,Tláhuac,Ciudad de México,Barrio,La Guadalupe,13011
13100,Ciudad de México,Tláhuac,Ciudad de México,Barrio,La Guadalupe,13011
13119,Ciudad de México,Tláhuac,Ciudad de México,Campamento,La Poblanita,13011
13123,Ciudad de México,Tláhuac,Ciudad de México,Campamento,Teozoma,13011
13129,Ciudad de México,Tláhuac,Ciudad de México,Campamento,San Francisco Apolocalco,13011
13273,Ciudad de México,Tláhuac,Ciudad de México,Colonia,La Draga,13221
13300,Ciudad de México,Tláhuac,Ciudad de México,Barrio,Santiago Centro,13221
13300,Ciudad de México,Tláhuac,Ciudad de México,Barrio,Santa Ana Poniente,13221
13310,Ciudad de México,Tláhuac,Ciudad de México,Colonia,Zapotitla,13221
13360,Ciudad de México,Tláhuac,Ciudad de México,Barrio,Santa Ana Sur,13221
9859,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Benito Juárez,9821
9860,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Bellavista,9821
9969,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Cananea,9291
9970,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Valle de San Lorenzo,9291
10000,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,Lomas Quebradas,10021
10130,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,Batan Viejo,10101
10330,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,Las Cruces,10021
10340,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,Los Padres,10021
10368,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,Ampliación Potrerillo,10581
10378,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,Atacaxco,10021
11200,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Lomas Hermosa,11411
11200,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Lomas de Sotelo,11411
11230,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Argentina Poniente,11411
11260,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,San Joaquín,11411
11290,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,San Diego Ocoyoacac,11411
11340,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Santo Tomas,11411
11360,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Agricultura,11411
11529,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Ampliación Granada,11591
12000,Ciudad de México,Milpa Alta,Ciudad de México,Barrio,Santa Martha,12001
12070,Ciudad de México,Milpa Alta,Ciudad de México,Barrio,San Agustin,12001
12100,Ciudad de México,Milpa Alta,Ciudad de México,Barrio,Cruztitla,12001
12200,Ciudad de México,Milpa Alta,Ciudad de México,Barrio,Tula,12001
12400,Ciudad de México,Milpa Alta,Ciudad de México,Barrio,San Juan,12001
12400,Ciudad de México,Milpa Alta,Ciudad de México,Barrio,San Miguel,12001
12920,Ciudad de México,Milpa Alta,Ciudad de México,Barrio,San Marcos,12001
13060,Ciudad de México,Tláhuac,Ciudad de México,Barrio,Santa Ana,13011
13060,Ciudad de México,Tláhuac,Ciudad de México,Unidad habitacional,Hombres de la Reforma,13011
13080,Ciudad de México,Tláhuac,Ciudad de México,Barrio,Los Reyes,13011
13099,Ciudad de México,Tláhuac,Ciudad de México,Barrio,San Andrés,13011
13110,Ciudad de México,Tláhuac,Ciudad de México,Campamento,Cañada,13011
13123,Ciudad de México,Tláhuac,Ciudad de México,Campamento,La Mesa,13011
13278,Ciudad de México,Tláhuac,Ciudad de México,Unidad habitacional,Villas Trabajadores del Gobierno del Distrito Federal,13221
13317,Ciudad de México,Tláhuac,Ciudad de México,Unidad habitacional,Nueva Tenochtitlán,13221
13400,Ciudad de México,Tláhuac,Ciudad de México,Pueblo,San Francisco Tlaltenco,13011
13440,Ciudad de México,Tláhuac,Ciudad de México,Colonia,Zacatenco,13011
13540,Ciudad de México,Tláhuac,Ciudad de México,Colonia,Tierra Blanca,13011
14010,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Parque del Pedregal,14091
14020,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Villa Olímpica,14091
14030,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Isidro Fabela,14091
14039,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Ampliación Isidro Fabela,14091
14070,Ciudad de México,Tlalpan,Ciudad de México,Fraccionamiento,Paseos de Mendoza,14091
14108,Ciudad de México,Tlalpan,Ciudad de México,Fraccionamiento,Pedregal Chichicaspatl,14201
14120,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Rincón del Pedregal,14201
14129,Ciudad de México,Tlalpan,Ciudad de México,Fraccionamiento,Residencial Pedregal Picacho,14201
14208,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Colinas del Ajusco,14201
14220,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Cuchilla de Padierna,14201
14250,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Miguel Hidalgo 2A Sección,14201
14260,Ciudad de México,Tlalpan,Ciudad de México,Barrio,Barrio El Capulín,14201
14260,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Miguel Hidalgo 1A Sección,14201
14268,Ciudad de México,Tlalpan,Ciudad de México,Barrio,Barrio La Lonja,14201
14310,Ciudad de México,Tlalpan,Ciudad de México,Fraccionamiento,Vergel Tlalpan,14391
14340,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Vergel del Sur,14391
14370,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Villa Lázaro Cárdenas,14391
14400,Ciudad de México,Tlalpan,Ciudad de México,Pueblo,San Andrés Totoltepec,14091
14410,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Fuentes Brotantes,14091
14429,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Santísima Trinidad,14091
14654,Ciudad de México,Tlalpan,Ciudad de México,Campamento,Dolores Tlali,14091
14735,Ciudad de México,Tlalpan,Ciudad de México,Campamento,Lomas de Tepemecatl,14201
14748,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Mirador II,14201
14750,Ciudad de México,Tlalpan,Ciudad de México,Campamento,Rancho Viejo,14201
14900,Ciudad de México,Tlalpan,Ciudad de México,Pueblo,Parres El Guarda,14091
15420,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Ampliación Simón Bolívar,15001
15970,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Aeronáutica Militar,15001
16010,Ciudad de México,Xochimilco,Ciudad de México,Fraccionamiento,Arcos del Sur,16001
16010,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Las Peritas,16001
16029,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Ampliación Tepepan,16001
16030,Ciudad de México,Xochimilco,Ciudad de México,Colonia,La Noria,16001
16034,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio 18,16001
16040,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio La Asunción,16001
16050,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Jardines del Sur,16001
16059,Ciudad de México,Xochimilco,Ciudad de México,Fraccionamiento,Las Gárgolas,16001
16080,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio La Santísima,16001
16210,Ciudad de México,Xochimilco,Ciudad de México,Colonia,La Concha,16001
16443,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio Pocitos,16001
16450,Ciudad de México,Xochimilco,Ciudad de México,Pueblo,Santa María Nativitas,16001
16500,Ciudad de México,Xochimilco,Ciudad de México,Pueblo,Santa Cruz Acalpixca,16001
16514,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio Tetitla,16001
16604,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio San Andrés,16001
16629,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio San Juan,16001
16770,Ciudad de México,Xochimilco,Ciudad de México,Colonia,San Felipe,16001
16776,Ciudad de México,Xochimilco,Ciudad de México,Campamento,Tecoloxtitla,16001
16819,Ciudad de México,Xochimilco,Ciudad de México,Campamento,Axcallote,16001
9630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección Corrales,9511
9630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección Avisadero,9511
9630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección La Cruz,9511
9630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección Loma Alta,9511
9630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección Torres,9511
9648,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Pablo,9511
9704,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Degollado,9291
9704,Ciudad de México,Iztapalapa,Ciudad de México,Unidad habitacional,Arboledas Zafiro,9291
9705,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Degollado - Mexicatlalli,9291
9800,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Valle de Luces,9821
9810,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Minerva,9821
9830,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,El Molino,9821
9830,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Paraje San Juan,9821
9838,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Plan de Iguala,9821
9839,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Juan Joya,9821
9840,Ciudad de México,Iztapalapa,Ciudad de México,Pueblo,Los Reyes Culhuacán,9821
9850,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Santa María del Monte,9821
9856,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Ampliación Veracruzana,9821
9857,Ciudad de México,Iztapalapa,Ciudad de México,Unidad habitacional,El Tule,9821
9960,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,El Molino Tezonco,9291
9960,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Allapetlalli,9291
9960,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,La Planta,9291
10010,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,La Malinche,10021
10309,Ciudad de México,La Magdalena Contreras,Ciudad de México,Fraccionamiento,El Oasis de San Bernabé,10021
10369,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,Tierra Unida,10021
10610,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,El Toro,10581
10620,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,Potrerillo,10581
10710,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,Santa Teresa,10901
10720,Ciudad de México,La Magdalena Contreras,Ciudad de México,Unidad habitacional,Pedregal 2,10901
10810,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,San Francisco,10581
11000,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Lomas de Chapultepec II Sección,11002
11040,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Molino del Rey,11002
11280,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Torre Blanca,11411
11320,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Anáhuac II Sección,11411
11410,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Legaria,11411
11489,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Ampliación Popo,11411
11530,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Polanco II Sección,11591
11540,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Polanco III Sección,11591
11550,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Polanco IV Sección,11591
11560,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Polanco V Sección,11591
11800,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Escandón II Sección,11801
9689,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Barranca de Guadalupe,9511
9690,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Iztlahuacán,9511
9700,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Desarrollo Urbano Quetzalcoatl,9291
9710,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Los Ángeles Apanoaya,9291
9767,Ciudad de México,Iztapalapa,Ciudad de México,Unidad habitacional,Residencial del Valle,9291
9800,Ciudad de México,Iztapalapa,Ciudad de México,Unidad habitacional,San Marcos,9821
9820,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,El Santuario,9821
9820,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Ricardo Flores Magón,9821
9828,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Ampliación Ricardo Flores Magón,9821
9830,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,El Manto,9821
9837,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel 8va. Ampliación,9821
9860,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Parque Nacional Cerro de la Estrella,9821
9897,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Carlos Jonguitud Barrios,9821
9910,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,La Esperanza,9291
9960,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Celoalliotli,9291
10020,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,Cuauhtémoc,10021
10300,Ciudad de México,La Magdalena Contreras,Ciudad de México,Pueblo,San Bernabé Ocotepec,10021
10400,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,San Jerónimo Aculco,10701
10630,Ciudad de México,La Magdalena Contreras,Ciudad de México,Campamento,El Ocotal,10581
10660,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,El Ermitaño,10581
11000,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Lomas de Chapultepec IV Sección,11002
11000,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Lomas de Chapultepec V Sección,11002
11000,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Lomas de Chapultepec VII Sección,11002
11100,Ciudad de México,Miguel Hidalgo,Ciudad de México,Equipamiento,Bosque de Chapultepec III Sección,11002
11109,Ciudad de México,Miguel Hidalgo,Ciudad de México,Gran usuario,Residencia Oficial de los Pinos,11801
11210,Ciudad de México,Miguel Hidalgo,Ciudad de México,Pueblo,San Lorenzo Tlaltenango,11411
11290,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Huíchapan,11411
11420,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Nextitla,11411
11440,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Reforma Pensil,11411
11450,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Modelo Pensil,11411
11470,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,5 de Mayo,11411
11650,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Reforma Social,11002
11850,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,San Miguel Chapultepec II Sección,11801
11930,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Lomas de Reforma,11002
12300,Ciudad de México,Milpa Alta,Ciudad de México,Pueblo,San Salvador Cuauhtenco,12001
12410,Ciudad de México,Milpa Alta,Ciudad de México,Barrio,Chalmita,12001
12930,Ciudad de México,Milpa Alta,Ciudad de México,Barrio,San Miguel,12001
13250,Ciudad de México,Tláhuac,Ciudad de México,Colonia,La Turba,13221
13630,Ciudad de México,Tláhuac,Ciudad de México,Barrio,San Agustín,13611
13700,Ciudad de México,Tláhuac,Ciudad de México,Colonia,Tepantitlamilco,13611
14070,Ciudad de México,Tlalpan,Ciudad de México,Colonia,San Pedro Apóstol,14091
9700,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Carlos Hank Gonzalez,9291
9750,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Insurgentes,9291
9760,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Consejo Agrarista Mexicano,9291
9770,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Puente Blanco,9291
9800,Ciudad de México,Iztapalapa,Ciudad de México,Pueblo,Pueblo Culhuacán,9821
9810,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Granjas Esmeralda,9821
9860,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Casa Blanca,9821
9860,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,El Rodeo,9821
9864,Ciudad de México,Iztapalapa,Ciudad de México,Unidad habitacional,Bertha Von Bloumer,9821
9868,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Juan Estrella,9821
9870,Ciudad de México,Iztapalapa,Ciudad de México,Pueblo,San Andrés Tomatlán,9821
