X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,unnamed__1_,Marca_temporal,Calle,Numero_aproximado,Colonia,Delegacion,Nombre_contacto,Telefono,Articulos_Urgentes,Alimentos_Faltantes,Alimentos_Existentes,Medicamentos_Faltantes,Medicamentos_Existentes,Herramientas_Faltantes,Herramientas_Existentes,Otros_Articulos,Horario_Atencion,Requieren_voluntarios,Verificado,Estado,latitud,longitud
-99.131573,19.4729866,Acopio MEDICAMENTOS Y HERRAMIENTAS,"unnamed (1): 42<br>Marca temporal: 20/09/17 23:49<br>Calle: Basiliso Romo Anguiano <br>Numero_aproximado: 217<br>Colonia: Guadalupe Insurgentes <br>Delegacion: Gustavo A. Madero <br>Nombre_contacto: Antonio López <br>Telefono: 044.55.23.61.38.20<br>Articulos_Urgentes: MEDICAMENTOS Y MATERIAL DE CURACIÓN (NO CADUCADOS)<br>Alcohol, Gasas, Vendas 10 cm , Agua oxigenada , Jeringas de 5 y 10 ml, Jeringas de insulina de 3.5, Agujas hipodérmicas de todos los calibres,  Curitas, Algodón, Paracetamol, Analgésicos <br>Insulina rápida o regular y NPH (conservada en hielo en recipientes que se puedan conservar en buen estado), Salbutamol en spray , Atropina de 1 mg, Adrenalina 1 mg, Rivotril o Tafil, Llave de tres vías, Guantes desechables, Cubrebocas, Guantes quirúrgicos, Cepillos quirúrgicos, Cinta micropore de 5 y 10 cm, Ibuprofeno, Mertiolate Equipo para venoclisis, Solución fisiológica de 500 ml, Solución HARTMAN, Electrodos, Punsos N. 18, 14, 16, 20, 22, Antibióticos, Tela adhesiva de 5 y 10 cm, Pañales para bebés y adulto, Bromuro de ipratropio solución y Gotas oftálmicas.  <br>HERRAMIENTAS Y OTROS MATERIALES<br>Pilas AA, AAA y cuadradas, lámparas de emergencia y linternas, cascos, guantes de carnaza, impermeables, lazos, cuerdas, lentes de protección, picos, palas, carretillas, cubetas o botes, cajas de cartón, seguetas, mazos, chalecos de seguridad, botas tipo cat, cobijas, casas de campaña, esmeriles, discos para concreto y fierro, aceite para maquinaria, pinzas de corte y herramientas que consideren de ayuda.  <br>Alimentos_Faltantes: No alimentos. <br>Alimentos_Existentes: No alimentos. <br>Medicamentos_Faltantes: MEDICAMENTOS Y MATERIAL DE CURACIÓN (NO CADUCADOS)<br>Alcohol, Gasas, Vendas 10 cm , Agua oxigenada , Jeringas de 5 y 10 ml, Jeringas de insulina de 3.5, Agujas hipodérmicas de todos los calibres,  Curitas, Algodón, Paracetamol, Analgésicos <br>Insulina rápida o regular y NPH (conservada en hielo en recipientes que se puedan conservar en buen estado), Salbutamol en spray , Atropina de 1 mg, Adrenalina 1 mg, Rivotril o Tafil, Llave de tres vías, Guantes desechables, Cubrebocas, Guantes quirúrgicos, Cepillos quirúrgicos, Cinta micropore de 5 y 10 cm, Ibuprofeno, Mertiolate Equipo para venoclisis, Solución fisiológica de 500 ml, Solución HARTMAN, Electrodos, Punsos N. 18, 14, 16, 20, 22, Antibióticos, Tela adhesiva de 5 y 10 cm, Pañales para bebés y adulto, Bromuro de ipratropio solución y Gotas oftálmicas.  <br><br>Medicamentos_Existentes: Ninguno. <br>Herramientas_Faltantes: <br>HERRAMIENTAS Y OTROS MATERIALES<br>Pilas AA, AAA y cuadradas, lámparas de emergencia y linternas, cascos, guantes de carnaza, impermeables, lazos, cuerdas, lentes de protección, picos, palas, carretillas, cubetas o botes, cajas de cartón, seguetas, mazos, chalecos de seguridad, botas tipo cat, cobijas, casas de campaña, esmeriles, discos para concreto y fierro, aceite para maquinaria, pinzas de corte y herramientas que consideren de ayuda.  <br>Herramientas_Existentes: Ninguna. <br>Otros_Articulos: Comida para mascotas. <br>Horario_Atencion: 9:00 AM a 20:00 horas. <br>Requieren_voluntarios: Sí<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.4729866<br>longitud: -99.131573",,,,,-1,0,-1,,,42.0,20/09/17 23:49,Basiliso Romo Anguiano,217.0,Guadalupe Insurgentes,Gustavo A. Madero,Antonio López,044.55.23.61.38.20,"MEDICAMENTOS Y MATERIAL DE CURACIÓN (NO CADUCADOS)
Alcohol, Gasas, Vendas 10 cm , Agua oxigenada , Jeringas de 5 y 10 ml, Jeringas de insulina de 3.5, Agujas hipodérmicas de todos los calibres,  Curitas, Algodón, Paracetamol, Analgésicos 
Insulina rápida o regular y NPH (conservada en hielo en recipientes que se puedan conservar en buen estado), Salbutamol en spray , Atropina de 1 mg, Adrenalina 1 mg, Rivotril o Tafil, Llave de tres vías, Guantes desechables, Cubrebocas, Guantes quirúrgicos, Cepillos quirúrgicos, Cinta micropore de 5 y 10 cm, Ibuprofeno, Mertiolate Equipo para venoclisis, Solución fisiológica de 500 ml, Solución HARTMAN, Electrodos, Punsos N. 18, 14, 16, 20, 22, Antibióticos, Tela adhesiva de 5 y 10 cm, Pañales para bebés y adulto, Bromuro de ipratropio solución y Gotas oftálmicas.  
HERRAMIENTAS Y OTROS MATERIALES
Pilas AA, AAA y cuadradas, lámparas de emergencia y linternas, cascos, guantes de carnaza, impermeables, lazos, cuerdas, lentes de protección, picos, palas, carretillas, cubetas o botes, cajas de cartón, seguetas, mazos, chalecos de seguridad, botas tipo cat, cobijas, casas de campaña, esmeriles, discos para concreto y fierro, aceite para maquinaria, pinzas de corte y herramientas que consideren de ayuda.",No alimentos.,No alimentos.,"MEDICAMENTOS Y MATERIAL DE CURACIÓN (NO CADUCADOS)
Alcohol, Gasas, Vendas 10 cm , Agua oxigenada , Jeringas de 5 y 10 ml, Jeringas de insulina de 3.5, Agujas hipodérmicas de todos los calibres,  Curitas, Algodón, Paracetamol, Analgésicos 
Insulina rápida o regular y NPH (conservada en hielo en recipientes que se puedan conservar en buen estado), Salbutamol en spray , Atropina de 1 mg, Adrenalina 1 mg, Rivotril o Tafil, Llave de tres vías, Guantes desechables, Cubrebocas, Guantes quirúrgicos, Cepillos quirúrgicos, Cinta micropore de 5 y 10 cm, Ibuprofeno, Mertiolate Equipo para venoclisis, Solución fisiológica de 500 ml, Solución HARTMAN, Electrodos, Punsos N. 18, 14, 16, 20, 22, Antibióticos, Tela adhesiva de 5 y 10 cm, Pañales para bebés y adulto, Bromuro de ipratropio solución y Gotas oftálmicas.",Ninguno.,"HERRAMIENTAS Y OTROS MATERIALES
Pilas AA, AAA y cuadradas, lámparas de emergencia y linternas, cascos, guantes de carnaza, impermeables, lazos, cuerdas, lentes de protección, picos, palas, carretillas, cubetas o botes, cajas de cartón, seguetas, mazos, chalecos de seguridad, botas tipo cat, cobijas, casas de campaña, esmeriles, discos para concreto y fierro, aceite para maquinaria, pinzas de corte y herramientas que consideren de ayuda.",Ninguna.,Comida para mascotas.,9:00 AM a 20:00 horas.,Sí,Sí,Ciudad de México,19.4729866,-99.131573
,,Fundacion Comunitaria Morelense,unnamed (1): 43<br>Marca temporal: 20/09/17 23:55<br>Calle: Av. San Diego<br>Numero_aproximado: 501<br>Colonia: Vista Hermosa<br>Delegacion: Cuernavaca<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:,,,,,,,-1,,,43.0,20/09/17 23:55,Av. San Diego,501.0,Vista Hermosa,Cuernavaca,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
,,Iglesia,unnamed (1): 44<br>Marca temporal: 20/09/17 23:56<br>Calle: Sufragio Efectivo<br>Numero_aproximado: 0<br>Colonia: Emiliano Zapata<br>Delegacion: Cuautla<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:,,,,,,,-1,,,44.0,20/09/17 23:56,Sufragio Efectivo,0.0,Emiliano Zapata,Cuautla,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
,,Iglesia,unnamed (1): 45<br>Marca temporal: 20/09/17 23:57<br>Calle: Baluarte esquina Centinela<br>Numero_aproximado: 0<br>Colonia: Hidalgo<br>Delegacion: Cuautla<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:,,,,,,,-1,,,45.0,20/09/17 23:57,Baluarte esquina Centinela,0.0,Hidalgo,Cuautla,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
,,Iglesia,unnamed (1): 46<br>Marca temporal: 20/09/17 23:58<br>Calle: Francisco Gonzalez Bocanegra esquina con Rayon<br>Numero_aproximado: 0<br>Colonia: Miguel Hidalgo<br>Delegacion: Cuautla<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:,,,,,,,-1,,,46.0,20/09/17 23:58,Francisco Gonzalez Bocanegra esquina con Rayon,0.0,Miguel Hidalgo,Cuautla,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
-99.1118518,19.4864718,Iglesia,unnamed (1): 47<br>Marca temporal: 21/09/17 00:00<br>Calle: Ignacio Lopez Rayon<br>Numero_aproximado: 180<br>Colonia: 0<br>Delegacion: Cuautla<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: 19.4864718<br>longitud: -99.1118518,,,,,-1,0,-1,,,47.0,21/09/17 00:00,Ignacio Lopez Rayon,180.0,0,Cuautla,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,19.4864718,-99.1118518
,,Salon Rodriguez,"unnamed (1): 48<br>Marca temporal: 21/09/17 00:02<br>Calle: Independencia, enfrente de la Gasolineria del centro<br>Numero_aproximado: 0<br>Colonia: del Carmen<br>Delegacion: Axochiapan<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:",,,,,,,-1,,,48.0,21/09/17 00:02,"Independencia, enfrente de la Gasolineria del centro",0.0,del Carmen,Axochiapan,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
,,Jardin de Niños Fermina Rivera Viuda de Rivera,unnamed (1): 49<br>Marca temporal: 21/09/17 00:04<br>Calle: 10 de Abril esquina Francisco I. Madero <br>Numero_aproximado: 0<br>Colonia: Emiliano Zapata<br>Delegacion: Jojutla de Juárez<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:,,,,,,,-1,,,49.0,21/09/17 00:04,10 de Abril esquina Francisco I. Madero,0.0,Emiliano Zapata,Jojutla de Juárez,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
,,Unidad Deportiva la Perseverancia,unnamed (1): 50<br>Marca temporal: 21/09/17 00:05<br>Calle: Benito Juárez<br>Numero_aproximado: 1<br>Colonia: Cuauhtemoc<br>Delegacion: Jojutla de Juárez<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:,,,,,,,-1,,,50.0,21/09/17 00:05,Benito Juárez,1.0,Cuauhtemoc,Jojutla de Juárez,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
,,DIF Jojutla,unnamed (1): 51<br>Marca temporal: 21/09/17 00:08<br>Calle: Zayas Enríquez<br>Numero_aproximado: 411<br>Colonia: Centro<br>Delegacion: Jojutla de Juárez<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:,,,,,,,-1,,,51.0,21/09/17 00:08,Zayas Enríquez,411.0,Centro,Jojutla de Juárez,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
,,Jardín Pushkin,"unnamed (1): 52<br>Marca temporal: 21/09/17 00:11<br>Calle: Av. Cuauhtémoc esq. Álvaro Obregón<br>Numero_aproximado: 118<br>Colonia: Roma Norte / Doctores<br>Delegacion: Cuauhtémoc <br>Nombre_contacto: Cintli Luna<br>Telefono: 5530199078<br>Articulos_Urgentes: Casa de campaña, gasolina, cobijas, medicamentos, material de curación.<br>Alimentos_Faltantes: Todo tipo de alimentos <br>Alimentos_Existentes: Todo lo están redistribuyendo<br>Medicamentos_Faltantes: Todo lo están redistribuyendo<br>Medicamentos_Existentes: Todo lo están redistribuyendo<br>Herramientas_Faltantes: Todo lo están redistribuyendo<br>Herramientas_Existentes: Todo lo están redistribuyendo<br>Otros_Articulos: Todo lo están redistribuyendo<br>Horario_Atencion: 24 hrs <br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: <br>longitud:",,,,,,,-1,,,52.0,21/09/17 00:11,Av. Cuauhtémoc esq. Álvaro Obregón,118.0,Roma Norte / Doctores,Cuauhtémoc,Cintli Luna,5530199078,"Casa de campaña, gasolina, cobijas, medicamentos, material de curación.",Todo tipo de alimentos,Todo lo están redistribuyendo,Todo lo están redistribuyendo,Todo lo están redistribuyendo,Todo lo están redistribuyendo,Todo lo están redistribuyendo,Todo lo están redistribuyendo,24 hrs,No,Sí,Ciudad de México,,
,,Hotel Monte Carlo,unnamed (1): 53<br>Marca temporal: 21/09/17 00:13<br>Calle: Carretera Federal Alpuyeca Jojutla Km 13.5<br>Numero_aproximado: 0<br>Colonia: Los Pilares<br>Delegacion: Galeana<br>Nombre_contacto: 0<br>Telefono: 01 734 343 0648<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:,,,,,,,-1,,,53.0,21/09/17 00:13,Carretera Federal Alpuyeca Jojutla Km 13.5,0.0,Los Pilares,Galeana,0,01 734 343 0648,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
,,Unidad Deportiva Niñoz Heroes,unnamed (1): 54<br>Marca temporal: 21/09/17 00:15<br>Calle: Av. Instituto Técnico Industrial y Comercial<br>Numero_aproximado: 0<br>Colonia: Centro<br>Delegacion: Jojutla de Juárez<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:,,,,,,,-1,,,54.0,21/09/17 00:15,Av. Instituto Técnico Industrial y Comercial,0.0,Centro,Jojutla de Juárez,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
,,Unidad Deportiva Atlihuayan,unnamed (1): 55<br>Marca temporal: 21/09/17 00:18<br>Calle: Jiutepec-Yautepec de Zaragoza<br>Numero_aproximado: 41<br>Colonia: Atlihuayan<br>Delegacion: Yautepec<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:,,,,,,,-1,,,55.0,21/09/17 00:18,Jiutepec-Yautepec de Zaragoza,41.0,Atlihuayan,Yautepec,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
,,Plaza Central Civica,unnamed (1): 56<br>Marca temporal: 21/09/17 00:22<br>Calle: 0<br>Numero_aproximado: 0<br>Colonia: 0<br>Delegacion: 0<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:,,,,,,,-1,,,56.0,21/09/17 00:22,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
-99.1685624,19.416662,Jardín puskin,"unnamed (1): 57<br>Marca temporal: 21/09/17 00:24<br>Calle: Álvaro Obregón <br>Numero_aproximado: 7<br>Colonia: Roma norte <br>Delegacion: Cuauhtémoc <br>Nombre_contacto: Héctor Ruiz<br>Telefono: 5546147466<br>Articulos_Urgentes: Ninguno<br>Alimentos_Faltantes: Solo enlatados <br>Alimentos_Existentes: Alimentos perecederos <br>Medicamentos_Faltantes: Todos <br>Medicamentos_Existentes: Paracetamol, ibuprofeno<br>Herramientas_Faltantes: Excavación personal  <br>Herramientas_Existentes: Ninguna <br>Otros_Articulos: Medicamentos, herramienta, agua embotellada de 1 litro <br>Horario_Atencion: 24 horas <br>Requieren_voluntarios: Sí<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.416662<br>longitud: -99.1685624",,,,,-1,0,-1,,,57.0,21/09/17 00:24,Álvaro Obregón,7.0,Roma norte,Cuauhtémoc,Héctor Ruiz,5546147466,Ninguno,Solo enlatados,Alimentos perecederos,Todos,"Paracetamol, ibuprofeno",Excavación personal,Ninguna,"Medicamentos, herramienta, agua embotellada de 1 litro",24 horas,Sí,Sí,Ciudad de México,19.416662,-99.1685624
,,Upemor,unnamed (1): 58<br>Marca temporal: 21/09/17 00:26<br>Calle: Jiutepec-Yautepec de Zaragoza<br>Numero_aproximado: 0<br>Colonia: Lomas del Texcal<br>Delegacion: Progreso<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:,,,,,,,-1,,,58.0,21/09/17 00:26,Jiutepec-Yautepec de Zaragoza,0.0,Lomas del Texcal,Progreso,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
,,Colegio William Shakespear,"unnamed (1): 59<br>Marca temporal: 21/09/17 00:28<br>Calle: Poeta Isaías Alanis <br>Numero_aproximado: 39<br>Colonia: Vista Hermosa, Centro<br>Delegacion: Jiutepec<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:",,,,,,,-1,,,59.0,21/09/17 00:28,Poeta Isaías Alanis,39.0,"Vista Hermosa, Centro",Jiutepec,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
-99.1603546,19.525432,Escuela Primaria Miguel Hidalgo,unnamed (1): 60<br>Marca temporal: 21/09/17 00:30<br>Calle: Carretera Emiliano Zapata<br>Numero_aproximado: 0<br>Colonia: Miguel Hidalgo<br>Delegacion: Jiutepec<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: 19.525432<br>longitud: -99.1603546,,,,,-1,0,-1,,,60.0,21/09/17 00:30,Carretera Emiliano Zapata,0.0,Miguel Hidalgo,Jiutepec,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,19.525432,-99.1603546
,,Comedor Comunitario,unnamed (1): 61<br>Marca temporal: 21/09/17 00:33<br>Calle: 0<br>Numero_aproximado: 0<br>Colonia: Miguel Hidalgo<br>Delegacion: Jiutepec<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:,,,,,,,-1,,,61.0,21/09/17 00:33,0,0.0,Miguel Hidalgo,Jiutepec,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
,,Casa de Cultura CIVAC,unnamed (1): 62<br>Marca temporal: 21/09/17 00:34<br>Calle: Calle 50 Metros LT5-101<br>Numero_aproximado: 0<br>Colonia: Civac Narciso Mendoza<br>Delegacion: Jiutepec<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:,,,,,,,-1,,,62.0,21/09/17 00:34,Calle 50 Metros LT5-101,0.0,Civac Narciso Mendoza,Jiutepec,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
,,Casa Comunitaria,unnamed (1): 63<br>Marca temporal: 21/09/17 00:35<br>Calle: 0<br>Numero_aproximado: 0<br>Colonia: Ampliacion San Isidro<br>Delegacion: Jiutepec<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:,,,,,,,-1,,,63.0,21/09/17 00:35,0,0.0,Ampliacion San Isidro,Jiutepec,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
,,Centro Ociotuico,unnamed (1): 64<br>Marca temporal: 21/09/17 00:41<br>Calle: 0<br>Numero_aproximado: 0<br>Colonia: 0<br>Delegacion: Ocuituco<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:,,,,,,,-1,,,64.0,21/09/17 00:41,0,0.0,0,Ocuituco,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
,,Jumiltepec,unnamed (1): 65<br>Marca temporal: 21/09/17 00:43<br>Calle: 0<br>Numero_aproximado: 0<br>Colonia: 0<br>Delegacion: Ocuituco<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:,,,,,,,-1,,,65.0,21/09/17 00:43,0,0.0,0,Ocuituco,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
,,Ocoxaltepec,unnamed (1): 66<br>Marca temporal: 21/09/17 00:46<br>Calle: 0<br>Numero_aproximado: 0<br>Colonia: 0<br>Delegacion: Ocuituco<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:,,,,,,,-1,,,66.0,21/09/17 00:46,0,0.0,0,Ocuituco,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
